epoch,time,memory,val_loss,jaccard,f1,train_loss
1,61.96619462966919,126419968,0.09754281769588725,0.5283148036901711,0.6548321844053123,0.12675894244512304
2,124.02893471717834,126419968,0.08902163845755862,0.5433846999265503,0.6839346533307189,0.09381222671819119
3,186.37494492530823,126419968,0.0901561513554452,0.5496459805313215,0.6793696650255777,0.08815358919435926
4,249.23137831687927,126419968,0.08823362283272765,0.5444815053765897,0.669547637998152,0.08431476876189867
5,311.90513491630554,126419968,0.08954302054238265,0.5620459194966,0.6807572863384583,0.0781427929385957
6,375.0607907772064,126419968,0.09310408000548379,0.572689641391615,0.6827152883209356,0.07247405328597006
7,438.2675426006317,126419968,0.08322077721221469,0.5631456631476394,0.7041999907841436,0.06792678648120909
8,501.56701254844666,126419968,0.08709066207053587,0.5638180789976497,0.6775559375351323,0.06568565061807385
9,564.9542038440704,126419968,0.08623487770976357,0.5570380647856413,0.6945659907755518,0.06369463212731422
10,628.2257995605469,126419968,0.08867535951878525,0.5768617851755902,0.6947572397062481,0.06289732172604125
11,691.7602145671844,126419968,0.08702712202597535,0.5760791645042802,0.7049319036644642,0.061276740598080116
12,755.4976298809052,126419968,0.08583257925529655,0.5804983399196961,0.7060982054127748,0.061258515758864665
13,819.3138523101807,126419968,0.1034196294960212,0.5848161724019558,0.6999581381905042,0.0601325818911146
14,883.1911766529083,126419968,0.09790494281686786,0.596176466046858,0.7068207281157601,0.05878667176519241
15,947.0191495418549,126419968,0.09786269976120544,0.5814031260173009,0.6850827019265358,0.0587037195816499
16,1010.7810850143433,126419968,0.08982351439294482,0.5784571077504781,0.710635570226107,0.058680773170305074
17,1074.4117045402527,126419968,0.09097345973758486,0.58980367185497,0.7109995127448919,0.056710040234849046
18,1138.2043557167053,126419968,0.092856495503172,0.5778430101538139,0.7007963052274246,0.05659295146289685
19,1201.9420983791351,126419968,0.10070087429487053,0.59297698065865,0.7018403208002131,0.05580320764681538
20,1265.672095298767,126419968,0.09193455085008317,0.5862458661696831,0.7066821317361118,0.055191541586493864
21,1369.9508926868439,126419968,0.09586066726770671,0.5865601674401651,0.7054709280334345,0.05494495793686102
22,1433.1671557426453,126419968,0.09824905674168585,0.5871544360752163,0.71209375646339,0.05461418870734252
23,1496.69447183609,126419968,0.09388706026143058,0.5923621628240974,0.7132205185919185,0.05404206349889142
24,1560.274545431137,126419968,0.09149004502708834,0.5877455015494106,0.7080441333783796,0.05389175348442413
25,1623.7503380775452,126419968,0.09793098176770071,0.5891701972230952,0.7075990230116801,0.0536487386176495
26,1687.2406697273254,126419968,0.09722063666574747,0.5931025424626822,0.7114602469564572,0.05248622552446701
27,1750.9059937000275,126419968,0.10984602092275549,0.5982168116649234,0.709732741842154,0.05201682743748423
28,1814.8531863689423,126419968,0.10802622128590816,0.601140270117206,0.7040282570301218,0.052489661930323735
29,1878.520221233368,126419968,0.10167231207704992,0.5968255932389059,0.7045015800506511,0.05201396998831947
30,1942.3936462402344,126419968,0.09703137855948513,0.5924457846079192,0.7083411185937087,0.051366398509762046
31,2006.0463335514069,126419968,0.09547071895168635,0.5923047041277031,0.7141904853578759,0.05071012615393029
32,2069.605371952057,126419968,0.1027038271824113,0.5951247027760943,0.7032049568228447,0.05085466780422384
33,2133.334085226059,126419968,0.10618778121852993,0.5921087673551043,0.7095593329077433,0.05057088008305798
34,2197.06369638443,126419968,0.0918237640038359,0.5847205182701621,0.7115720475154808,0.05005124530126089
35,2260.850291967392,126419968,0.12003168002645681,0.6071045873375287,0.6986315591900545,0.04986596814277729
36,2324.4378349781036,126419968,0.11073863038037392,0.602993733977112,0.7098025234818096,0.04900981997535187
37,2388.2612779140472,126419968,0.10156245870334535,0.5981187492518439,0.703853319934074,0.049195672227363915
38,2451.9946608543396,126419968,0.10390960446227693,0.5938512607729544,0.7136797187538495,0.04896540365722504
39,2515.753523826599,126419968,0.09723210278445554,0.5871895446603421,0.7063596764052893,0.04793404475542737
40,2579.0100696086884,126419968,0.10626484043712198,0.5951512709577033,0.7072580847153185,0.04839743893945666
41,2677.3221912384033,126419968,0.09904844027952402,0.591298255152253,0.7106240661673271,0.04794481527894595
42,2740.8197813034058,126419968,0.10801485067907166,0.6007267309177248,0.7118298920454588,0.04780346020259833
43,2804.422247171402,126419968,0.11096041022954185,0.6102960976604995,0.7112755430324462,0.04763709197767694
44,2868.017637491226,126419968,0.1068122439528037,0.6044054155472927,0.7176690807277308,0.04706281377675259
45,2931.3674898147583,126419968,0.0973605155685809,0.602393268995372,0.709803027856676,0.04693681348429294
46,2995.0937588214874,126419968,0.10348803481641919,0.60328155067554,0.7138607078047872,0.047109653331766366
